"region";"civilstånd";"ålder";"kön";"2014"
"09 Gotlands län";"gifta";"40-44 år";"män";721
"09 Gotlands län";"gifta";"40-44 år";"kvinnor";831
"09 Gotlands län";"gifta";"45-49 år";"män";890
"09 Gotlands län";"gifta";"45-49 år";"kvinnor";891
"09 Gotlands län";"gifta";"50-54 år";"män";823
"09 Gotlands län";"gifta";"50-54 år";"kvinnor";1022
"09 Gotlands län";"gifta";"55-59 år";"män";992
"09 Gotlands län";"gifta";"55-59 år";"kvinnor";1002
"09 Gotlands län";"gifta";"60-64 år";"män";1097
"09 Gotlands län";"gifta";"60-64 år";"kvinnor";1173
"09 Gotlands län";"gifta";"65-69 år";"män";1305
"09 Gotlands län";"gifta";"65-69 år";"kvinnor";1224
"09 Gotlands län";"gifta";"70-74 år";"män";1087
"09 Gotlands län";"gifta";"70-74 år";"kvinnor";935
"09 Gotlands län";"gifta";"75-79 år";"män";743
"09 Gotlands län";"gifta";"75-79 år";"kvinnor";544
"09 Gotlands län";"gifta";"80-84 år";"män";433
"09 Gotlands län";"gifta";"80-84 år";"kvinnor";307
"09 Gotlands län";"gifta";"85-89 år";"män";218
"09 Gotlands län";"gifta";"85-89 år";"kvinnor";109
"09 Gotlands län";"gifta";"90-94 år";"män";62
"09 Gotlands län";"gifta";"90-94 år";"kvinnor";18
"09 Gotlands län";"gifta";"95-99 år";"män";8
"09 Gotlands län";"gifta";"95-99 år";"kvinnor";1
"09 Gotlands län";"gifta";"100+ år";"män";0
"09 Gotlands län";"gifta";"100+ år";"kvinnor";0
"09 Gotlands län";"skilda";"0-4 år";"män";0
"09 Gotlands län";"skilda";"0-4 år";"kvinnor";0
"09 Gotlands län";"skilda";"5-9 år";"män";0
"09 Gotlands län";"skilda";"5-9 år";"kvinnor";0
"09 Gotlands län";"skilda";"10-14 år";"män";0
"09 Gotlands län";"skilda";"10-14 år";"kvinnor";0
"09 Gotlands län";"skilda";"15-19 år";"män";0
"09 Gotlands län";"skilda";"15-19 år";"kvinnor";0
"09 Gotlands län";"skilda";"20-24 år";"män";2
"09 Gotlands län";"skilda";"20-24 år";"kvinnor";7
"09 Gotlands län";"skilda";"25-29 år";"män";6
"09 Gotlands län";"skilda";"25-29 år";"kvinnor";21
"09 Gotlands län";"skilda";"30-34 år";"män";34
"09 Gotlands län";"skilda";"30-34 år";"kvinnor";44
"09 Gotlands län";"skilda";"35-39 år";"män";79
"09 Gotlands län";"skilda";"35-39 år";"kvinnor";100
"09 Gotlands län";"skilda";"40-44 år";"män";177
"09 Gotlands län";"skilda";"40-44 år";"kvinnor";196
"09 Gotlands län";"skilda";"45-49 år";"män";257
"09 Gotlands län";"skilda";"45-49 år";"kvinnor";354
"09 Gotlands län";"skilda";"50-54 år";"män";314
"09 Gotlands län";"skilda";"50-54 år";"kvinnor";401
"09 Gotlands län";"skilda";"55-59 år";"män";346
"09 Gotlands län";"skilda";"55-59 år";"kvinnor";420
"09 Gotlands län";"skilda";"60-64 år";"män";363
"09 Gotlands län";"skilda";"60-64 år";"kvinnor";389
"09 Gotlands län";"skilda";"65-69 år";"män";396
"09 Gotlands län";"skilda";"65-69 år";"kvinnor";475
"09 Gotlands län";"skilda";"70-74 år";"män";332
"09 Gotlands län";"skilda";"70-74 år";"kvinnor";349
"09 Gotlands län";"skilda";"75-79 år";"män";159
"09 Gotlands län";"skilda";"75-79 år";"kvinnor";224
"09 Gotlands län";"skilda";"80-84 år";"män";98
"09 Gotlands län";"skilda";"80-84 år";"kvinnor";118
"09 Gotlands län";"skilda";"85-89 år";"män";42
"09 Gotlands län";"skilda";"85-89 år";"kvinnor";76
"09 Gotlands län";"skilda";"90-94 år";"män";7
"09 Gotlands län";"skilda";"90-94 år";"kvinnor";30
"09 Gotlands län";"skilda";"95-99 år";"män";3
"09 Gotlands län";"skilda";"95-99 år";"kvinnor";7
"09 Gotlands län";"skilda";"100+ år";"män";0
"09 Gotlands län";"skilda";"100+ år";"kvinnor";0
"09 Gotlands län";"änkor/änklingar";"0-4 år";"män";0
"09 Gotlands län";"änkor/änklingar";"0-4 år";"kvinnor";0
"09 Gotlands län";"änkor/änklingar";"5-9 år";"män";0
"09 Gotlands län";"änkor/änklingar";"5-9 år";"kvinnor";0
"09 Gotlands län";"änkor/änklingar";"10-14 år";"män";0
"09 Gotlands län";"änkor/änklingar";"10-14 år";"kvinnor";0
"09 Gotlands län";"änkor/änklingar";"15-19 år";"män";0
"09 Gotlands län";"änkor/änklingar";"15-19 år";"kvinnor";0
"09 Gotlands län";"änkor/änklingar";"20-24 år";"män";0
"09 Gotlands län";"änkor/änklingar";"20-24 år";"kvinnor";0
"09 Gotlands län";"änkor/änklingar";"25-29 år";"män";0
"09 Gotlands län";"änkor/änklingar";"25-29 år";"kvinnor";0
"09 Gotlands län";"änkor/änklingar";"30-34 år";"män";0
"09 Gotlands län";"änkor/änklingar";"30-34 år";"kvinnor";1
"09 Gotlands län";"änkor/änklingar";"35-39 år";"män";0
"09 Gotlands län";"änkor/änklingar";"35-39 år";"kvinnor";1
"09 Gotlands län";"änkor/änklingar";"40-44 år";"män";0
"09 Gotlands län";"änkor/änklingar";"40-44 år";"kvinnor";7
"09 Gotlands län";"änkor/änklingar";"45-49 år";"män";9
"09 Gotlands län";"änkor/änklingar";"45-49 år";"kvinnor";15
"09 Gotlands län";"änkor/änklingar";"50-54 år";"män";11
"09 Gotlands län";"änkor/änklingar";"50-54 år";"kvinnor";25
"09 Gotlands län";"änkor/änklingar";"55-59 år";"män";14
"09 Gotlands län";"änkor/änklingar";"55-59 år";"kvinnor";53
"09 Gotlands län";"änkor/änklingar";"60-64 år";"män";31
"09 Gotlands län";"änkor/änklingar";"60-64 år";"kvinnor";111
"09 Gotlands län";"änkor/änklingar";"65-69 år";"män";95
"09 Gotlands län";"änkor/änklingar";"65-69 år";"kvinnor";190
"09 Gotlands län";"änkor/änklingar";"70-74 år";"män";103
"09 Gotlands län";"änkor/änklingar";"70-74 år";"kvinnor";308
"09 Gotlands län";"änkor/änklingar";"75-79 år";"män";124
"09 Gotlands län";"änkor/änklingar";"75-79 år";"kvinnor";406
"09 Gotlands län";"änkor/änklingar";"80-84 år";"män";142
"09 Gotlands län";"änkor/änklingar";"80-84 år";"kvinnor";504
"09 Gotlands län";"änkor/änklingar";"85-89 år";"män";104
"09 Gotlands län";"änkor/änklingar";"85-89 år";"kvinnor";480
"09 Gotlands län";"änkor/änklingar";"90-94 år";"män";69
"09 Gotlands län";"änkor/änklingar";"90-94 år";"kvinnor";251
"09 Gotlands län";"änkor/änklingar";"95-99 år";"män";16
"09 Gotlands län";"änkor/änklingar";"95-99 år";"kvinnor";73
"09 Gotlands län";"änkor/änklingar";"100+ år";"män";3
"09 Gotlands län";"änkor/änklingar";"100+ år";"kvinnor";13
"10 Blekinge län";"ogifta";"0-4 år";"män";4271
"10 Blekinge län";"ogifta";"0-4 år";"kvinnor";4018
"10 Blekinge län";"ogifta";"5-9 år";"män";4505
"10 Blekinge län";"ogifta";"5-9 år";"kvinnor";4201
"10 Blekinge län";"ogifta";"10-14 år";"män";4295
"10 Blekinge län";"ogifta";"10-14 år";"kvinnor";3910
"10 Blekinge län";"ogifta";"15-19 år";"män";4346
"10 Blekinge län";"ogifta";"15-19 år";"kvinnor";3916
"10 Blekinge län";"ogifta";"20-24 år";"män";5449
"10 Blekinge län";"ogifta";"20-24 år";"kvinnor";4201
"10 Blekinge län";"ogifta";"25-29 år";"män";4197
"10 Blekinge län";"ogifta";"25-29 år";"kvinnor";3011
"10 Blekinge län";"ogifta";"30-34 år";"män";2956
"10 Blekinge län";"ogifta";"30-34 år";"kvinnor";1918
"10 Blekinge län";"ogifta";"35-39 år";"män";2267
"10 Blekinge län";"ogifta";"35-39 år";"kvinnor";1665
"10 Blekinge län";"ogifta";"40-44 år";"män";2009
"10 Blekinge län";"ogifta";"40-44 år";"kvinnor";1577
"10 Blekinge län";"ogifta";"45-49 år";"män";2093
"10 Blekinge län";"ogifta";"45-49 år";"kvinnor";1478
"10 Blekinge län";"ogifta";"50-54 år";"män";1662
"10 Blekinge län";"ogifta";"50-54 år";"kvinnor";1145
"10 Blekinge län";"ogifta";"55-59 år";"män";1308
"10 Blekinge län";"ogifta";"55-59 år";"kvinnor";866
"10 Blekinge län";"ogifta";"60-64 år";"män";934
"10 Blekinge län";"ogifta";"60-64 år";"kvinnor";670
"10 Blekinge län";"ogifta";"65-69 år";"män";808
"10 Blekinge län";"ogifta";"65-69 år";"kvinnor";500
"10 Blekinge län";"ogifta";"70-74 år";"män";492
"10 Blekinge län";"ogifta";"70-74 år";"kvinnor";257
"10 Blekinge län";"ogifta";"75-79 år";"män";270
"10 Blekinge län";"ogifta";"75-79 år";"kvinnor";170
"10 Blekinge län";"ogifta";"80-84 år";"män";202
"10 Blekinge län";"ogifta";"80-84 år";"kvinnor";128
"10 Blekinge län";"ogifta";"85-89 år";"män";112
"10 Blekinge län";"ogifta";"85-89 år";"kvinnor";87
"10 Blekinge län";"ogifta";"90-94 år";"män";37
"10 Blekinge län";"ogifta";"90-94 år";"kvinnor";58
"10 Blekinge län";"ogifta";"95-99 år";"män";8
"10 Blekinge län";"ogifta";"95-99 år";"kvinnor";11
"10 Blekinge län";"ogifta";"100+ år";"män";0
"10 Blekinge län";"ogifta";"100+ år";"kvinnor";3
"10 Blekinge län";"gifta";"0-4 år";"män";0
"10 Blekinge län";"gifta";"0-4 år";"kvinnor";0
"10 Blekinge län";"gifta";"5-9 år";"män";0
"10 Blekinge län";"gifta";"5-9 år";"kvinnor";0
"10 Blekinge län";"gifta";"10-14 år";"män";0
"10 Blekinge län";"gifta";"10-14 år";"kvinnor";0
"10 Blekinge län";"gifta";"15-19 år";"män";3
"10 Blekinge län";"gifta";"15-19 år";"kvinnor";19
"10 Blekinge län";"gifta";"20-24 år";"män";94
"10 Blekinge län";"gifta";"20-24 år";"kvinnor";239
"10 Blekinge län";"gifta";"25-29 år";"män";496
"10 Blekinge län";"gifta";"25-29 år";"kvinnor";902
"10 Blekinge län";"gifta";"30-34 år";"män";1274
"10 Blekinge län";"gifta";"30-34 år";"kvinnor";1635
"10 Blekinge län";"gifta";"35-39 år";"män";1932
"10 Blekinge län";"gifta";"35-39 år";"kvinnor";2216
"10 Blekinge län";"gifta";"40-44 år";"män";2472
"10 Blekinge län";"gifta";"40-44 år";"kvinnor";2564
"10 Blekinge län";"gifta";"45-49 år";"män";2731
"10 Blekinge län";"gifta";"45-49 år";"kvinnor";2643
"10 Blekinge län";"gifta";"50-54 år";"män";2488
"10 Blekinge län";"gifta";"50-54 år";"kvinnor";2503
"10 Blekinge län";"gifta";"55-59 år";"män";2470
"10 Blekinge län";"gifta";"55-59 år";"kvinnor";2653
"10 Blekinge län";"gifta";"60-64 år";"män";2869
"10 Blekinge län";"gifta";"60-64 år";"kvinnor";3044
"10 Blekinge län";"gifta";"65-69 år";"män";3426
"10 Blekinge län";"gifta";"65-69 år";"kvinnor";3291
"10 Blekinge län";"gifta";"70-74 år";"män";3021
"10 Blekinge län";"gifta";"70-74 år";"kvinnor";2619
"10 Blekinge län";"gifta";"75-79 år";"män";2102
"10 Blekinge län";"gifta";"75-79 år";"kvinnor";1702
"10 Blekinge län";"gifta";"80-84 år";"män";1273
"10 Blekinge län";"gifta";"80-84 år";"kvinnor";876
"10 Blekinge län";"gifta";"85-89 år";"män";641
"10 Blekinge län";"gifta";"85-89 år";"kvinnor";344
"10 Blekinge län";"gifta";"90-94 år";"män";186
"10 Blekinge län";"gifta";"90-94 år";"kvinnor";73
"10 Blekinge län";"gifta";"95-99 år";"män";20
"10 Blekinge län";"gifta";"95-99 år";"kvinnor";2
"10 Blekinge län";"gifta";"100+ år";"män";0
"10 Blekinge län";"gifta";"100+ år";"kvinnor";1
"10 Blekinge län";"skilda";"0-4 år";"män";0
"10 Blekinge län";"skilda";"0-4 år";"kvinnor";0
"10 Blekinge län";"skilda";"5-9 år";"män";0
"10 Blekinge län";"skilda";"5-9 år";"kvinnor";0
"10 Blekinge län";"skilda";"10-14 år";"män";0
"10 Blekinge län";"skilda";"10-14 år";"kvinnor";0
"10 Blekinge län";"skilda";"15-19 år";"män";0
"10 Blekinge län";"skilda";"15-19 år";"kvinnor";0
"10 Blekinge län";"skilda";"20-24 år";"män";10
"10 Blekinge län";"skilda";"20-24 år";"kvinnor";19
"10 Blekinge län";"skilda";"25-29 år";"män";47
"10 Blekinge län";"skilda";"25-29 år";"kvinnor";108
"10 Blekinge län";"skilda";"30-34 år";"män";137
"10 Blekinge län";"skilda";"30-34 år";"kvinnor";212
"10 Blekinge län";"skilda";"35-39 år";"män";236
"10 Blekinge län";"skilda";"35-39 år";"kvinnor";367
"10 Blekinge län";"skilda";"40-44 år";"män";428
"10 Blekinge län";"skilda";"40-44 år";"kvinnor";634
"10 Blekinge län";"skilda";"45-49 år";"män";730
"10 Blekinge län";"skilda";"45-49 år";"kvinnor";904
"10 Blekinge län";"skilda";"50-54 år";"män";831
"10 Blekinge län";"skilda";"50-54 år";"kvinnor";988
"10 Blekinge län";"skilda";"55-59 år";"män";818
"10 Blekinge län";"skilda";"55-59 år";"kvinnor";953
"10 Blekinge län";"skilda";"60-64 år";"män";848
"10 Blekinge län";"skilda";"60-64 år";"kvinnor";918
"10 Blekinge län";"skilda";"65-69 år";"män";861
"10 Blekinge län";"skilda";"65-69 år";"kvinnor";1047
"10 Blekinge län";"skilda";"70-74 år";"män";746
"10 Blekinge län";"skilda";"70-74 år";"kvinnor";844
"10 Blekinge län";"skilda";"75-79 år";"män";450
"10 Blekinge län";"skilda";"75-79 år";"kvinnor";545
"10 Blekinge län";"skilda";"80-84 år";"män";249
"10 Blekinge län";"skilda";"80-84 år";"kvinnor";336
"10 Blekinge län";"skilda";"85-89 år";"män";103
"10 Blekinge län";"skilda";"85-89 år";"kvinnor";160
"10 Blekinge län";"skilda";"90-94 år";"män";23
"10 Blekinge län";"skilda";"90-94 år";"kvinnor";52
"10 Blekinge län";"skilda";"95-99 år";"män";4
"10 Blekinge län";"skilda";"95-99 år";"kvinnor";7
"10 Blekinge län";"skilda";"100+ år";"män";0
"10 Blekinge län";"skilda";"100+ år";"kvinnor";0
"10 Blekinge län";"änkor/änklingar";"0-4 år";"män";0
"10 Blekinge län";"änkor/änklingar";"0-4 år";"kvinnor";0
"10 Blekinge län";"änkor/änklingar";"5-9 år";"män";0
"10 Blekinge län";"änkor/änklingar";"5-9 år";"kvinnor";0
"10 Blekinge län";"änkor/änklingar";"10-14 år";"män";0
"10 Blekinge län";"änkor/änklingar";"10-14 år";"kvinnor";0
"10 Blekinge län";"änkor/änklingar";"15-19 år";"män";0
"10 Blekinge län";"änkor/änklingar";"15-19 år";"kvinnor";0
"10 Blekinge län";"änkor/änklingar";"20-24 år";"män";0
"10 Blekinge län";"änkor/änklingar";"20-24 år";"kvinnor";1
"10 Blekinge län";"änkor/änklingar";"25-29 år";"män";1
"10 Blekinge län";"änkor/änklingar";"25-29 år";"kvinnor";3
"10 Blekinge län";"änkor/änklingar";"30-34 år";"män";1
"10 Blekinge län";"änkor/änklingar";"30-34 år";"kvinnor";4
"10 Blekinge län";"änkor/änklingar";"35-39 år";"män";2
"10 Blekinge län";"änkor/änklingar";"35-39 år";"kvinnor";13
"10 Blekinge län";"änkor/änklingar";"40-44 år";"män";9
"10 Blekinge län";"änkor/änklingar";"40-44 år";"kvinnor";24
"10 Blekinge län";"änkor/änklingar";"45-49 år";"män";12
"10 Blekinge län";"änkor/änklingar";"45-49 år";"kvinnor";43
"10 Blekinge län";"änkor/änklingar";"50-54 år";"män";25
"10 Blekinge län";"änkor/änklingar";"50-54 år";"kvinnor";82
"10 Blekinge län";"änkor/änklingar";"55-59 år";"män";41
"10 Blekinge län";"änkor/änklingar";"55-59 år";"kvinnor";150
"10 Blekinge län";"änkor/änklingar";"60-64 år";"män";99
"10 Blekinge län";"änkor/änklingar";"60-64 år";"kvinnor";302
"10 Blekinge län";"änkor/änklingar";"65-69 år";"män";212
"10 Blekinge län";"änkor/änklingar";"65-69 år";"kvinnor";552
"10 Blekinge län";"änkor/änklingar";"70-74 år";"män";252
"10 Blekinge län";"änkor/änklingar";"70-74 år";"kvinnor";852
"10 Blekinge län";"änkor/änklingar";"75-79 år";"män";331
"10 Blekinge län";"änkor/änklingar";"75-79 år";"kvinnor";1172
"10 Blekinge län";"änkor/änklingar";"80-84 år";"män";372
"10 Blekinge län";"änkor/änklingar";"80-84 år";"kvinnor";1329
"10 Blekinge län";"änkor/änklingar";"85-89 år";"män";320
"10 Blekinge län";"änkor/änklingar";"85-89 år";"kvinnor";1278
"10 Blekinge län";"änkor/änklingar";"90-94 år";"män";206
"10 Blekinge län";"änkor/änklingar";"90-94 år";"kvinnor";780
"10 Blekinge län";"änkor/änklingar";"95-99 år";"män";40
"10 Blekinge län";"änkor/änklingar";"95-99 år";"kvinnor";175
"10 Blekinge län";"änkor/änklingar";"100+ år";"män";1
"10 Blekinge län";"änkor/änklingar";"100+ år";"kvinnor";23
"12 Skåne län";"ogifta";"0-4 år";"män";41095
"12 Skåne län";"ogifta";"0-4 år";"kvinnor";39183
"12 Skåne län";"ogifta";"5-9 år";"män";39294
"12 Skåne län";"ogifta";"5-9 år";"kvinnor";37208
"12 Skåne län";"ogifta";"10-14 år";"män";35109
"12 Skåne län";"ogifta";"10-14 år";"kvinnor";33349
"12 Skåne län";"ogifta";"15-19 år";"män";35532
"12 Skåne län";"ogifta";"15-19 år";"kvinnor";32959
"12 Skåne län";"ogifta";"20-24 år";"män";43566
"12 Skåne län";"ogifta";"20-24 år";"kvinnor";40844
"12 Skåne län";"ogifta";"25-29 år";"män";37233
"12 Skåne län";"ogifta";"25-29 år";"kvinnor";32331
"12 Skåne län";"ogifta";"30-34 år";"män";25919
"12 Skåne län";"ogifta";"30-34 år";"kvinnor";20682
"12 Skåne län";"ogifta";"35-39 år";"män";19352
"12 Skåne län";"ogifta";"35-39 år";"kvinnor";15020
"12 Skåne län";"ogifta";"40-44 år";"män";15878
"12 Skåne län";"ogifta";"40-44 år";"kvinnor";12261
"12 Skåne län";"ogifta";"45-49 år";"män";14154
"12 Skåne län";"ogifta";"45-49 år";"kvinnor";11255
"12 Skåne län";"ogifta";"50-54 år";"män";11359
"12 Skåne län";"ogifta";"50-54 år";"kvinnor";8789
"12 Skåne län";"ogifta";"55-59 år";"män";8449
"12 Skåne län";"ogifta";"55-59 år";"kvinnor";6300
"12 Skåne län";"ogifta";"60-64 år";"män";6558
"12 Skåne län";"ogifta";"60-64 år";"kvinnor";4683
"12 Skåne län";"ogifta";"65-69 år";"män";4897
"12 Skåne län";"ogifta";"65-69 år";"kvinnor";3367
"12 Skåne län";"ogifta";"70-74 år";"män";2917
"12 Skåne län";"ogifta";"70-74 år";"kvinnor";2071
"12 Skåne län";"ogifta";"75-79 år";"män";1465
"12 Skåne län";"ogifta";"75-79 år";"kvinnor";1284
"12 Skåne län";"ogifta";"80-84 år";"män";906
"12 Skåne län";"ogifta";"80-84 år";"kvinnor";836
"12 Skåne län";"ogifta";"85-89 år";"män";486
"12 Skåne län";"ogifta";"85-89 år";"kvinnor";649
"12 Skåne län";"ogifta";"90-94 år";"män";186
"12 Skåne län";"ogifta";"90-94 år";"kvinnor";373
"12 Skåne län";"ogifta";"95-99 år";"män";36
"12 Skåne län";"ogifta";"95-99 år";"kvinnor";96
"12 Skåne län";"ogifta";"100+ år";"män";2
"12 Skåne län";"ogifta";"100+ år";"kvinnor";16
"12 Skåne län";"gifta";"0-4 år";"män";0
"12 Skåne län";"gifta";"0-4 år";"kvinnor";0
"12 Skåne län";"gifta";"5-9 år";"män";0
"12 Skåne län";"gifta";"5-9 år";"kvinnor";0
"12 Skåne län";"gifta";"10-14 år";"män";0
"12 Skåne län";"gifta";"10-14 år";"kvinnor";0
"12 Skåne län";"gifta";"15-19 år";"män";15
"12 Skåne län";"gifta";"15-19 år";"kvinnor";167
"12 Skåne län";"gifta";"20-24 år";"män";1107
"12 Skåne län";"gifta";"20-24 år";"kvinnor";3410
"12 Skåne län";"gifta";"25-29 år";"män";6339
"12 Skåne län";"gifta";"25-29 år";"kvinnor";10697
"12 Skåne län";"gifta";"30-34 år";"män";14382
"12 Skåne län";"gifta";"30-34 år";"kvinnor";17673
"12 Skåne län";"gifta";"35-39 år";"män";20261
"12 Skåne län";"gifta";"35-39 år";"kvinnor";21960
"12 Skåne län";"gifta";"40-44 år";"män";23236
"12 Skåne län";"gifta";"40-44 år";"kvinnor";23723
"12 Skåne län";"gifta";"45-49 år";"män";23707
"12 Skåne län";"gifta";"45-49 år";"kvinnor";23117
"12 Skåne län";"gifta";"50-54 år";"män";21719
"12 Skåne län";"gifta";"50-54 år";"kvinnor";21375
"12 Skåne län";"gifta";"55-59 år";"män";20753
"12 Skåne län";"gifta";"55-59 år";"kvinnor";20472
"12 Skåne län";"gifta";"60-64 år";"män";21494
"12 Skåne län";"gifta";"60-64 år";"kvinnor";21201
"12 Skåne län";"gifta";"65-69 år";"män";24233
"12 Skåne län";"gifta";"65-69 år";"kvinnor";22562
"12 Skåne län";"gifta";"70-74 år";"män";20325
"12 Skåne län";"gifta";"70-74 år";"kvinnor";17632
"12 Skåne län";"gifta";"75-79 år";"män";13404
"12 Skåne län";"gifta";"75-79 år";"kvinnor";10702
"12 Skåne län";"gifta";"80-84 år";"män";8443
"12 Skåne län";"gifta";"80-84 år";"kvinnor";6014
"12 Skåne län";"gifta";"85-89 år";"män";4440
"12 Skåne län";"gifta";"85-89 år";"kvinnor";2574
"12 Skåne län";"gifta";"90-94 år";"män";1370
"12 Skåne län";"gifta";"90-94 år";"kvinnor";614
"12 Skåne län";"gifta";"95-99 år";"män";145
"12 Skåne län";"gifta";"95-99 år";"kvinnor";39
"12 Skåne län";"gifta";"100+ år";"män";9
"12 Skåne län";"gifta";"100+ år";"kvinnor";5
"12 Skåne län";"skilda";"0-4 år";"män";0
"12 Skåne län";"skilda";"0-4 år";"kvinnor";0
"12 Skåne län";"skilda";"5-9 år";"män";0
"12 Skåne län";"skilda";"5-9 år";"kvinnor";0
